PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17428479","GnRH agonist and antagonist protocols for stage I-II endometriosis and endometrioma in in vitro fertilization/intracytoplasmic sperm injection cycles","Pabuccu R, Onalan G, Kaya C.","Fertil Steril. 2007 Oct;88(4):832-9. doi: 10.1016/j.fertnstert.2006.12.046. Epub 2007 Apr 10.","Pabuccu R","Fertil Steril","2007","2007/04/13","","","10.1016/j.fertnstert.2006.12.046"
"36544197","A promising future for endometriosis diagnosis and therapy: extracellular vesicles - a systematic review","Scheck S, Paterson ESJ, Henry CE.","Reprod Biol Endocrinol. 2022 Dec 21;20(1):174. doi: 10.1186/s12958-022-01040-y.","Scheck S","Reprod Biol Endocrinol","2022","2022/12/21","PMC9768904","","10.1186/s12958-022-01040-y"
"36237165","State of the art, new treatment strategies, and emerging drugs for non-hormonal treatment of endometriosis: a systematic review of randomized control trials","Mikuš M, Vitale SG, Ćorić M, Zajec V, Ciebiera M, Carugno J, D'alterio MN, Herman M, Puževski T, Angioni S.","Gynecol Endocrinol. 2022 Nov;38(11):911-917. doi: 10.1080/09513590.2022.2133105. Epub 2022 Oct 13.","Mikuš M","Gynecol Endocrinol","2022","2022/10/14","","","10.1080/09513590.2022.2133105"
"38753180","Robotic assisted versus laparoscopic surgery for deep endometriosis: a meta-analysis of current evidence","Pavone M, Baroni A, Campolo F, Goglia M, Raimondo D, Carcagnì A, Akladios C, Marescaux J, Fanfani F, Scambia G, Ianieri MM.","J Robot Surg. 2024 May 16;18(1):212. doi: 10.1007/s11701-024-01954-2.","Pavone M","J Robot Surg","2024","2024/05/16","PMC11098866","","10.1007/s11701-024-01954-2"
"22728166","Antioxidant supplementation reduces endometriosis-related pelvic pain in humans","Santanam N, Kavtaradze N, Murphy A, Dominguez C, Parthasarathy S.","Transl Res. 2013 Mar;161(3):189-95. doi: 10.1016/j.trsl.2012.05.001. Epub 2012 May 31.","Santanam N","Transl Res","2013","2012/06/26","PMC3484190","NIHMS389519","10.1016/j.trsl.2012.05.001"
"36334993","Impact of cystectomy versus ablation for endometrioma on ovarian reserve: a systematic review and meta-analysis","Zhang Y, Zhang S, Zhao Z, Wang C, Xu S, Wang F.","Fertil Steril. 2022 Dec;118(6):1172-1182. doi: 10.1016/j.fertnstert.2022.08.860. Epub 2022 Nov 3.","Zhang Y","Fertil Steril","2022","2022/11/05","","","10.1016/j.fertnstert.2022.08.860"
"33038269","Optimal imaging modality for detection of rectosigmoid deep endometriosis: systematic review and meta-analysis","Gerges B, Li W, Leonardi M, Mol BW, Condous G.","Ultrasound Obstet Gynecol. 2021 Aug;58(2):190-200. doi: 10.1002/uog.23148. Epub 2021 Jul 12.","Gerges B","Ultrasound Obstet Gynecol","2021","2020/10/10","","","10.1002/uog.23148"
"15790607","Randomized clinical trial of a levonorgestrel-releasing intrauterine system and a depot GnRH analogue for the treatment of chronic pelvic pain in women with endometriosis","Petta CA, Ferriani RA, Abrao MS, Hassan D, Rosa E Silva JC, Podgaec S, Bahamondes L.","Hum Reprod. 2005 Jul;20(7):1993-8. doi: 10.1093/humrep/deh869. Epub 2005 Mar 24.","Petta CA","Hum Reprod","2005","2005/03/26","","","10.1093/humrep/deh869"
"15266496","Pre and post operative medical therapy for endometriosis surgery","Yap C, Furness S, Farquhar C.","Cochrane Database Syst Rev. 2004;2004(3):CD003678. doi: 10.1002/14651858.CD003678.pub2.","Yap C","Cochrane Database Syst Rev","2004","2004/07/22","PMC6984629","","10.1002/14651858.CD003678.pub2"
"11679528","Post-operative GnRH analogue treatment after conservative surgery for symptomatic endometriosis stage III-IV: a randomized controlled trial","Busacca M, Somigliana E, Bianchi S, De Marinis S, Calia C, Candiani M, Vignali M.","Hum Reprod. 2001 Nov;16(11):2399-402. doi: 10.1093/humrep/16.11.2399.","Busacca M","Hum Reprod","2001","2001/10/27","","","10.1093/humrep/16.11.2399"
"24696265","Laparoscopic surgery for endometriosis","Duffy JM, Arambage K, Correa FJ, Olive D, Farquhar C, Garry R, Barlow DH, Jacobson TZ.","Cochrane Database Syst Rev. 2014 Apr 3;(4):CD011031. doi: 10.1002/14651858.CD011031.pub2.","Duffy JM","Cochrane Database Syst Rev","2014","2014/04/04","","","10.1002/14651858.CD011031.pub2"
"25130258","WITHDRAWN: Laparoscopic surgery for subfertility associated with endometriosis","Jacobson TZ, Duffy JM, Barlow DH, Farquhar C, Koninckx PR, Olive D.","Cochrane Database Syst Rev. 2014 Aug 18;2014(8):CD001398. doi: 10.1002/14651858.CD001398.pub3.","Jacobson TZ","Cochrane Database Syst Rev","2014","2014/08/19","PMC10759788","","10.1002/14651858.CD001398.pub3"
"19160262","Hormone therapy for endometriosis and surgical menopause","Al Kadri H, Hassan S, Al-Fozan HM, Hajeer A.","Cochrane Database Syst Rev. 2009 Jan 21;2009(1):CD005997. doi: 10.1002/14651858.CD005997.pub2.","Al Kadri H","Cochrane Database Syst Rev","2009","2009/01/23","PMC13138584","","10.1002/14651858.CD005997.pub2"
"26851604","The direct and indirect costs associated with endometriosis: a systematic literature review","Soliman AM, Yang H, Du EX, Kelley C, Winkel C.","Hum Reprod. 2016 Apr;31(4):712-22. doi: 10.1093/humrep/dev335. Epub 2016 Feb 6.","Soliman AM","Hum Reprod","2016","2016/02/07","","","10.1093/humrep/dev335"
"25321621","Efficacy and safety of remifemin on peri-menopausal symptoms induced by post-operative GnRH-a therapy for endometriosis: a randomized study versus tibolone","Chen J, Gao H, Li Q, Cong J, Wu J, Pu D, Jiang G.","Med Sci Monit. 2014 Oct 16;20:1950-7. doi: 10.12659/MSM.891353.","Chen J","Med Sci Monit","2014","2014/10/17","PMC4211309","","10.12659/MSM.891353"
"21256472","Urinary dysfunction after colorectal resection for endometriosis: results of a prospective randomized trial comparing laparoscopy to open surgery","Ballester M, Chereau E, Dubernard G, Coutant C, Bazot M, Daraï E.","Am J Obstet Gynecol. 2011 Apr;204(4):303.e1-6. doi: 10.1016/j.ajog.2010.11.011. Epub 2011 Jan 21.","Ballester M","Am J Obstet Gynecol","2011","2011/01/25","","","10.1016/j.ajog.2010.11.011"
"21262590","Oral estroprogestins after laparoscopic surgery to excise endometriomas: continuous or cyclic administration? Results of a multicenter randomized study","Muzii L, Maneschi F, Marana R, Porpora MG, Zupi E, Bellati F, Angioli R, Benedetti Panici P.","J Minim Invasive Gynecol. 2011 Mar-Apr;18(2):173-8. doi: 10.1016/j.jmig.2010.11.004. Epub 2011 Jan 22.","Muzii L","J Minim Invasive Gynecol","2011","2011/01/26","","","10.1016/j.jmig.2010.11.004"
"36918125","Polychlorinated biphenyls and the risk of endometriosis: Systematic review and meta-analysis","Shirafkan H, Abolghasemi M, Esmaeilzadeh S, Golsorkhtabaramiri M, Mirabi P.","J Gynecol Obstet Hum Reprod. 2023 May;52(5):102574. doi: 10.1016/j.jogoh.2023.102574. Epub 2023 Mar 12.","Shirafkan H","J Gynecol Obstet Hum Reprod","2023","2023/03/14","","","10.1016/j.jogoh.2023.102574"
"31712161","Identifying the Problems of Randomized Controlled Trials for the Surgical Management of Endometriosis-associated Pelvic Pain","Budden A, Ravendran K, Abbott JA.","J Minim Invasive Gynecol. 2020 Feb;27(2):419-432. doi: 10.1016/j.jmig.2019.11.002. Epub 2019 Nov 8.","Budden A","J Minim Invasive Gynecol","2020","2019/11/13","","","10.1016/j.jmig.2019.11.002"
"25461372","A randomized study comparing the side effects and hormonal status of triptorelin and leuprorelin following conservative laparoscopic surgery for ovarian endometriosis in Chinese women","Li Z, Zhang HY, Zhu YJ, Hu YJ, Qu PP.","Eur J Obstet Gynecol Reprod Biol. 2014 Dec;183:164-8. doi: 10.1016/j.ejogrb.2014.10.022. Epub 2014 Nov 4.","Li Z","Eur J Obstet Gynecol Reprod Biol","2014","2014/12/03","","","10.1016/j.ejogrb.2014.10.022"
"30965114","Seven Hormonal Biomarkers for Diagnosing Endometriosis: Meta-Analysis and Adjusted Indirect Comparison of Diagnostic Test Accuracy","Gao Y, Shen M, Ma X, Li J, Wang B, Wang J, Tian J.","J Minim Invasive Gynecol. 2019 Sep-Oct;26(6):1026-1035.e4. doi: 10.1016/j.jmig.2019.04.004. Epub 2019 Apr 6.","Gao Y","J Minim Invasive Gynecol","2019","2019/04/10","","","10.1016/j.jmig.2019.04.004"
"20482495","Mirena intra-uterine system: does it improve long term symptoms in women with chronic pelvic pain and/or endometriosis after laparoscopy? A multicentre randomized controlled trial","Alhamdan D, Bignardi T, Hardas G, Merkur H, Condous G.","Rev Recent Clin Trials. 2010 Sep;5(3):143-6. doi: 10.2174/157488710792007301.","Alhamdan D","Rev Recent Clin Trials","2010","2010/05/21","","","10.2174/157488710792007301"
"10917114","Delayed oral estradiol combined with leuprolide increases endometriosis-related pain","Hurst BS, Gardner SC, Tucker KE, Awoniyi CA, Schlaff WD.","JSLS. 2000 Apr-Jun;4(2):97-101.","Hurst BS","JSLS","2000","2000/08/05","PMC3015370","",""
"33113402","Systematic review of genome-wide association studies on susceptibility to endometriosis","Cardoso JV, Perini JA, Machado DE, Pinto R, Medeiros R.","Eur J Obstet Gynecol Reprod Biol. 2020 Dec;255:74-82. doi: 10.1016/j.ejogrb.2020.10.017. Epub 2020 Oct 12.","Cardoso JV","Eur J Obstet Gynecol Reprod Biol","2020","2020/10/28","","","10.1016/j.ejogrb.2020.10.017"
"34426947","Premature Birth in Women with Endometriosis: a Systematic Review and Meta-analysis","Bonuccelli GA, Negrini R, da Silva Ferreira RD.","Reprod Sci. 2022 Jan;29(1):250-259. doi: 10.1007/s43032-021-00712-1. Epub 2021 Aug 23.","Bonuccelli GA","Reprod Sci","2022","2021/08/24","","","10.1007/s43032-021-00712-1"
"27094477","Consensus on Recording Deep Endometriosis Surgery: the CORDES statement","Vanhie A, Meuleman C, Tomassetti C, Timmerman D, D'Hoore A, Wolthuis A, Van Cleynenbreugel B, Dancet E, Van den Broeck U, Tsaltas J, Renner SP, Ebert AD, Carmona F, Abbott J, Stepniewska A, Taylor H, Saridogan E, Mueller M, Keckstein J, Pluchino N, Janik G, Zupi E, Minelli L, Cooper M, Dunselman G, Koh C, Abrao MS, Chapron C, D'Hooghe T.","Hum Reprod. 2016 Jun;31(6):1219-23. doi: 10.1093/humrep/dew067. Epub 2016 Apr 19.","Vanhie A","Hum Reprod","2016","2016/04/21","","","10.1093/humrep/dew067"
"19665279","Recurrence rate of endometrioma after laparoscopic cystectomy: a comparative randomized trial between post-operative hormonal suppression treatment or dietary therapy vs. placebo","Sesti F, Capozzolo T, Pietropolli A, Marziali M, Bollea MR, Piccione E.","Eur J Obstet Gynecol Reprod Biol. 2009 Nov;147(1):72-7. doi: 10.1016/j.ejogrb.2009.07.003. Epub 2009 Aug 7.","Sesti F","Eur J Obstet Gynecol Reprod Biol","2009","2009/08/12","","","10.1016/j.ejogrb.2009.07.003"
"25673440","Efficacy and safety investigation of Kuntai capsule for the add-back therapy of gonadotropin releasing hormone agonist administration to endometriosis patients: a randomized, double-blind, blank- and tibolone-controlled study","Chen JM, Gao HY, Ding Y, Yuan X, Wang Q, Li Q, Jiang GH.","Chin Med J (Engl). 2015 Feb 20;128(4):427-32. doi: 10.4103/0366-6999.151057.","Chen JM","Chin Med J (Engl)","2015","2015/02/13","PMC4836241","","10.4103/0366-6999.151057"
"35144419","A systematic review and meta-analysis on transvaginal ultrasonography in the diagnosis of deep invasive endometriosis","Xiang Y, Wang G, Zhou L, Wang Q, Yang Q.","Ann Palliat Med. 2022 Jan;11(1):281-290. doi: 10.21037/apm-21-3761.","Xiang Y","Ann Palliat Med","2022","2022/02/11","","","10.21037/apm-21-3761"
"29744578","Outcomes after rectosigmoid resection for endometriosis: a systematic literature review","Balla A, Quaresima S, Subiela JD, Shalaby M, Petrella G, Sileri P.","Int J Colorectal Dis. 2018 Jul;33(7):835-847. doi: 10.1007/s00384-018-3082-y. Epub 2018 May 10.","Balla A","Int J Colorectal Dis","2018","2018/05/11","","","10.1007/s00384-018-3082-y"
"36068035","Clinical efficacy of laparoscopic surgery combined with drug therapy for endometriosis: A meta-analysis","Jiang M, Hou W, Yu T.","Med Eng Phys. 2022 Sep;107:103866. doi: 10.1016/j.medengphy.2022.103866. Epub 2022 Aug 8.","Jiang M","Med Eng Phys","2022","2022/09/06","","","10.1016/j.medengphy.2022.103866"
"16244488","Treatment of endometriosis with transvaginal ultrasound-guided drainage under GnRH analogues and recombinant interleukin-2 left in the cysts","Acién P, Pérez-Albert G, Quereda FJ, Sánchez-Ferrer M, García-Almela A, Velasco I.","Gynecol Obstet Invest. 2005;60(4):224-31. doi: 10.1159/000089100. Epub 2005 Oct 21.","Acién P","Gynecol Obstet Invest","2005","2005/10/26","","","10.1159/000089100"
"34148122","Risk factors for ovarian endometrioma recurrence following surgical excision: a systematic review and meta‑analysis","Jiang D, Zhang X, Shi J, Tao D, Nie X.","Arch Gynecol Obstet. 2021 Sep;304(3):589-598. doi: 10.1007/s00404-021-06129-0. Epub 2021 Jun 20.","Jiang D","Arch Gynecol Obstet","2021","2021/06/20","","","10.1007/s00404-021-06129-0"
"29554705","Ascites and Encapsulating Peritonitis in Endometriosis: a Systematic Review with a Case Report","Magalhães TF, Augusto KL, Mota LP, Costa ARD, Puster RA, Bezerra LRPS.","Rev Bras Ginecol Obstet. 2018 Mar;40(3):147-155. doi: 10.1055/s-0038-1626700. Epub 2018 Mar 19.","Magalhães TF","Rev Bras Ginecol Obstet","2018","2018/03/20","PMC10309434","","10.1055/s-0038-1626700"
"15157644","Serum and endometrial markers","Yang WC, Chen HW, Au HK, Chang CW, Huang CT, Yen YH, Tzeng CR.","Best Pract Res Clin Obstet Gynaecol. 2004 Apr;18(2):305-18. doi: 10.1016/j.bpobgyn.2004.03.003.","Yang WC","Best Pract Res Clin Obstet Gynaecol","2004","2004/05/26","","","10.1016/j.bpobgyn.2004.03.003"
"37678988","Brain-derived neurotrophic factor and nerve growth factor expression in endometriosis: A systematic review and meta-analysis","Liu D, Liu M, Yu P, Li H.","Taiwan J Obstet Gynecol. 2023 Sep;62(5):634-639. doi: 10.1016/j.tjog.2023.07.003.","Liu D","Taiwan J Obstet Gynecol","2023","2023/09/07","","","10.1016/j.tjog.2023.07.003"
"30244153","Surgery for Endometriosis Improves Major Domains of Quality of Life: A Systematic Review and Meta-Analysis","Arcoverde FVL, Andres MP, Borrelli GM, Barbosa PA, Abrão MS, Kho RM.","J Minim Invasive Gynecol. 2019 Feb;26(2):266-278. doi: 10.1016/j.jmig.2018.09.774. Epub 2018 Sep 20.","Arcoverde FVL","J Minim Invasive Gynecol","2019","2018/09/24","","","10.1016/j.jmig.2018.09.774"
"26841160","Evaluation of endometriosis-associated pain and influence of conventional treatment: a systematic review","Marqui AB.","Rev Assoc Med Bras (1992). 2015 Nov-Dec;61(6):507-18. doi: 10.1590/1806-9282.61.06.507.","Marqui AB","Rev Assoc Med Bras (1992)","2015","2016/02/04","","","10.1590/1806-9282.61.06.507"
"22938768","Pharmacologic therapies in endometriosis: a systematic review","Soares SR, Martínez-Varea A, Hidalgo-Mora JJ, Pellicer A.","Fertil Steril. 2012 Sep;98(3):529-55. doi: 10.1016/j.fertnstert.2012.07.1120.","Soares SR","Fertil Steril","2012","2012/09/04","","","10.1016/j.fertnstert.2012.07.1120"
"14688176","The effects of post-surgical administration of goserelin plus anastrozole compared to goserelin alone in patients with severe endometriosis: a prospective randomized trial","Soysal S, Soysal ME, Ozer S, Gul N, Gezgin T.","Hum Reprod. 2004 Jan;19(1):160-7. doi: 10.1093/humrep/deh035.","Soysal S","Hum Reprod","2004","2003/12/23","","","10.1093/humrep/deh035"
"31216998","Self-management in condition-specific health: a systematic review of the evidence among women diagnosed with endometriosis","O'Hara R, Rowe H, Fisher J.","BMC Womens Health. 2019 Jun 19;19(1):80. doi: 10.1186/s12905-019-0774-6.","O'Hara R","BMC Womens Health","2019","2019/06/21","PMC6585070","","10.1186/s12905-019-0774-6"
"38955323","Efficacy, tolerability, and bone density outcomes of elagolix with add-back therapy for endometriosis-associated pain: twelve months of an ongoing randomized phase 3 trial","Miller CE, Kim JH, Kroll R, Simon JA, Soliman AM, Thomas JW, Xu Y, Ng J, Snabes MC.","Am J Obstet Gynecol. 2024 Dec;231(6):630.e1-630.e13. doi: 10.1016/j.ajog.2024.06.040. Epub 2024 Jun 30.","Miller CE","Am J Obstet Gynecol","2024","2024/07/02","","","10.1016/j.ajog.2024.06.040"
"17126335","Clinical evaluation of endometriosis and differential response to surgical therapy with and without application of Oxiplex/AP* adhesion barrier gel","diZerega GS, Coad J, Donnez J.","Fertil Steril. 2007 Mar;87(3):485-9. doi: 10.1016/j.fertnstert.2006.07.1505. Epub 2006 Nov 27.","diZerega GS","Fertil Steril","2007","2006/11/28","","","10.1016/j.fertnstert.2006.07.1505"
"34580747","Ultrasound-guided sclerotherapy for the treatment of ovarian endometrioma: an updated systematic review and meta-analysis","Kim GH, Kim PH, Shin JH, Nam IC, Chu HH, Ko HK.","Eur Radiol. 2022 Mar;32(3):1726-1737. doi: 10.1007/s00330-021-08270-5. Epub 2021 Sep 27.","Kim GH","Eur Radiol","2022","2021/09/28","","","10.1007/s00330-021-08270-5"
"20462942","Peripheral biomarkers of endometriosis: a systematic review","May KE, Conduit-Hulbert SA, Villar J, Kirtley S, Kennedy SH, Becker CM.","Hum Reprod Update. 2010 Nov-Dec;16(6):651-74. doi: 10.1093/humupd/dmq009. Epub 2010 May 12.","May KE","Hum Reprod Update","2010","2010/05/14","PMC2953938","","10.1093/humupd/dmq009"
"10731543","Treatment of endometriosis with a decreasing dosage of a gonadotropin-releasing hormone agonist (nafarelin): a pilot study with low-dose agonist therapy (""draw-back"" therapy)","Tahara M, Matsuoka T, Yokoi T, Tasaka K, Kurachi H, Murata Y.","Fertil Steril. 2000 Apr;73(4):799-804. doi: 10.1016/s0015-0282(99)00636-6.","Tahara M","Fertil Steril","2000","2000/03/25","","","10.1016/s0015-0282(99)00636-6"
"24491296","Does ovarian suspension following laparoscopic surgery for endometriosis reduce postoperative adhesions? An RCT","Hoo WL, Stavroulis A, Pateman K, Saridogan E, Cutner A, Pandis G, Tong EN, Jurkovic D.","Hum Reprod. 2014 Apr;29(4):670-6. doi: 10.1093/humrep/deu007. Epub 2014 Feb 2.","Hoo WL","Hum Reprod","2014","2014/02/05","","","10.1093/humrep/deu007"
"22232129","Pertubation with lignocaine as a new treatment of dysmenorrhea due to endometriosis: a randomized controlled trial","Wickström K, Bruse C, Sjösten A, Spira J, Edelstam G.","Hum Reprod. 2012 Mar;27(3):695-701. doi: 10.1093/humrep/der434. Epub 2012 Jan 9.","Wickström K","Hum Reprod","2012","2012/01/11","","","10.1093/humrep/der434"
